country,iso3c,year,Pillar 1  - Data Use - Score,Pillar 2 - Data Services - Score,Pillar 3 - Data Products - Score,Pillar 4 - Data Sources - Score,Pillar 5 - Data Infrastructure - Score,SPI Overall Score,Dimension 1.5: Data use by international organizations,Dimension 2.1: Data Releases,Dimension 2.2: Online access,Dimension 2.4: Data services,Dimension 3.1: Social Statistics,Dimension 3.2: Economic Statistics,Dimension 3.3: Environmental Statistics,Dimension 3.4: Institutional Statistics,Dimension 4.1: Censuses,Dimension 4.1: Surveys,Dimension 4.2: Administrative Data,Dimension 4.3: Geospatial Data,Dimension 5.1: Legislation and governance,Dimension 5.2: Standards and Methods,Dimension 5.5: Finance,Dimension 1.5: Data use by international organisations - Availability of Comparable Poverty headcount ratio at $2.15 a day,"Dimension 1.5: Data use by international organisations - Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME",Dimension 1.5: Data use by international organisations - Quality of Debt service data according to World Bank,Dimension 1.5: Data use by international organisations - Safely Managed Drinking Water,Dimension 1.5: Data use by international organisations - Labor force participation rate by sex and age (%),Dimension 2.1: Data releases - SDDS/e-GDDS subscription,Dimension 2.2: Online access - Machine Readability Score,Dimension 2.2: Online access - Non-Proprietary format Score,Dimension 2.2: Online access - Download Options Score,Dimension 2.2: Online access - Metadata Available Score,Dimension 2.2: Online access - Terms of Use Score,Dimension 2.2: Online access - ODIN Open Data Openness score,Dimension 2.4: Data access services - NADA metadata,Dimension 3.1: SDG Goal 1 - GOAL 1: No Poverty,Dimension 3.2: SDG Goal 2 - GOAL 2: Zero Hunger,Dimension 3.3: SDG Goal 3 - GOAL 3: Good Health and Well-being,Dimension 3.4: SDG Goal 4 - GOAL 4: Quality Education,Dimension 3.5: SDG Goal 5 - GOAL 5: Gender Equality,Dimension 3.6: SDG Goal 6 - GOAL 6: Clean Water and Sanitation,Dimension 3.7: SDG Goal 7 - GOAL 7: Affordable and Clean Energy,Dimension 3.8: SDG Goal 8 - GOAL 8: Decent Work and Economic Growth,"Dimension 3.9: SDG Goal 9 - GOAL 9: Industry, Innovation and Infrastructure",Dimension 3.10: SDG Goal 10 - GOAL 10: Reduced Inequality,Dimension 3.11: SDG Goal 11 - GOAL 11: Sustainable Cities and Communities,Dimension 3.12: SDG Goal 12 - GOAL 12: Responsible Consumption and Production,Dimension 3.13: SDG Goal 13 - GOAL 13: Climate Action,Dimension 3.15: SDG Goal 15 - GOAL 15: Life on Land,Dimension 3.16: SDG Goal 16 - GOAL 16: Peace and Justice Strong Institutions,Dimension 3.17: SDG Goal 17 - GOAL 17: Partnerships to achieve the Goal,Dimension 4.1: censuses and surveys - Population & Housing census,Dimension 4.1: censuses and surveys - Agriculture census,Dimension 4.1: censuses and surveys - Business/establishment census,"Dimension 4.1: censuses and surveys - Household Survey on income, etc",Dimension 4.1: censuses and surveys - Agriculture survey,Dimension 4.1: censuses and surveys - Labor Force Survey,Dimension 4.1: censuses and surveys - Health/Demographic survey,Dimension 4.1: censuses and surveys - Business/establishment survey,Dimension 4.2: administrative data - CRVS (WDI),Dimension 4.3: geospatial data - Geospatial data available at 1st Admin Level,Dimension 5.1: Legislation and governance - Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,Dimension 5.2: standards - System of national accounts in use,Dimension 5.2: standards - National Accounts base year,Dimension 5.2: standards - Classification of national industry,Dimension 5.2: standards - CPI base year,Dimension 5.2: standards - Classification of household consumption,Dimension 5.2: standards - Classification of status of employment,Dimension 5.2: standards - Central government accounting status,Dimension 5.2: standards - Compilation of government finance statistics,Dimension 5.2: standards - Compilation of monetary and financial statistics,Dimension 5.2: standards - Business process,Dimension 5.5: Finance - Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,income,region,weights,population
Portugal,PRT,2019,100,90.76666667,71.0375,69.44166667,100,86.24916667,1,1,0.723,1,0.716166667,0.770833333,0.75,0.472,0.666666667,0.866,1,0.245,1,1,1,1,1,1,1,1,1,1,0.905,0.845,0.867,0,0.723,1,0.714,0.8,0.905,0.545,0.5,0.833,0.8,0.846,1,0.429,0.8,0.75,0.5,1,0.444,0.5,1,1,0,1,1,1,0.33,1,1,0.245,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10269417
Estonia,EST,2019,100,93.93333333,67.49375,68.94166667,100,86.07375,1,1,0.818,1,0.701666667,0.709166667,0.639,0.528,0.666666667,0.866,1,0.225,1,1,1,1,1,1,1,1,1,0.963,0.963,0.769,0.963,0.434,0.818,1,0.857,0.7,0.9,0.545,0.375,0.833,0.8,0.538,1,0.5,0.667,0.75,0.5,0.778,0.556,0.5,1,1,0,1,1,1,0.33,1,1,0.225,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,1326590
Japan,JPN,2019,90,90.53333333,73.5125,80,95,85.80916667,0.9,1,0.716,1,0.675,0.756833333,1,0.5855,1,0.734,1,0.466,1,0.95,1,1,1,1,0.5,1,1,0.963,0.844,0.375,0.481,0.915,0.716,1,0.857,0.667,0.9,0.364,0.429,0.833,0.8,0.769,0.889,0.5,0.833,0.75,1,1,0.556,0.615,1,1,1,0.67,0,1,1,1,1,0.466,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,East Asia & Pacific,1,126264931
Slovak Republic,SVK,2019,90,94.93333333,69.95,73.09166667,100,85.595,0.9,1,0.848,1,0.678666667,0.735833333,0.75,0.6025,0.666666667,0.934,1,0.323,1,1,1,1,1,1,0.5,1,1,0.943,1,0.792,0.576,0.929,0.848,1,0.714,0.7,0.905,0.545,0.375,0.833,0.8,0.769,1,0.429,0.667,0.75,0.5,1,0.667,0.538,1,1,0,1,1,1,0.67,1,1,0.323,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,5454073
New Zealand,NZL,2019,100,91.63333333,71.51875,64.36666667,100,85.50375,1,1,0.749,1,0.652333333,0.733666667,1,0.5635,0.666666667,0.8,1,0.108,1,1,1,1,1,1,1,1,1,0.77,0.926,0.628,0.537,0.884,0.749,1,0.714,0.625,0.905,0.545,0.125,1,0.8,0.769,1,0.5,0.833,0.5,1,1,0.556,0.571,1,1,0,1,1,1,0,1,1,0.108,1,1,1,1,1,1,1,1,1,1,1,1,High income,East Asia & Pacific,1,4917000
Greece,GRC,2019,100,87.5,68.5375,70.76666667,100,85.36083333,1,1,0.625,1,0.670666667,0.724666667,0.75,0.547,0.666666667,1,1,0.164,1,1,1,1,1,1,1,1,1,0.471,0.674,0.378,0.642,0.963,0.625,1,0.714,0.7,0.857,0.545,0.375,0.833,0.8,0.769,1,0.429,0.6,0.75,0.5,1,0.556,0.538,1,1,0,1,1,1,1,1,1,0.164,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10716322
Czech Republic,CZE,2019,90,90.1,74.5875,75.61666667,95,85.06083333,0.9,1,0.703,1,0.703333333,0.776333333,1,0.528,0.666666667,0.934,1,0.424,1,0.95,1,1,1,1,0.5,1,1,0.963,0.963,0.497,0.613,0.481,0.703,1,1,0.7,0.857,0.455,0.375,0.833,0.8,0.846,1,0.429,0.833,0.75,1,1,0.556,0.5,1,1,0,1,1,1,0.67,1,1,0.424,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,10669709
Lithuania,LTU,2019,100,91.83333333,60.96875,71.86666667,100,84.93375,1,1,0.755,1,0.653833333,0.666333333,0.389,0.528,0.666666667,0.866,1,0.342,1,1,1,1,1,1,1,1,1,0.981,1,0.934,0.812,0.048,0.755,1,0.571,0.7,0.857,0.545,0.25,1,0.8,0.615,1,0.5,0.333,0.75,0,0.778,0.556,0.5,1,1,0,1,1,1,0.33,1,1,0.342,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,2786844
Hungary,HUN,2019,100,86.86666667,69.0375,68.26666667,100,84.83416667,1,1,0.606,1,0.697,0.7365,0.6945,0.528,0.666666667,0.934,1,0.13,1,1,1,1,1,1,1,1,1,0.859,0.859,0.511,0.775,0.024,0.606,1,0.571,0.7,0.9,0.636,0.375,1,0.8,0.769,1,0.5,0.6,0.75,0.5,0.889,0.556,0.5,1,1,0,1,1,1,0.67,1,1,0.13,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,9769949
Turkey,TUR,2019,100,84,86.08125,53.10833333,100,84.63791667,1,1,0.52,1,0.804666667,0.915333333,1,0.7265,0.333333333,0.666,1,0.125,1,1,1,1,1,1,1,1,1,0.768,0.052,0.434,0.548,0.801,0.52,1,1,0.9,1,0.636,0.625,0.667,1,0.692,1,0.8,1,1,1,1,0.667,0.786,1,0,0,1,0.33,1,1,0,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,Upper middle income,Europe & Central Asia,1,83429615
Latvia,LVA,2019,100,89.16666667,61.3875,68.04166667,100,83.71916667,1,1,0.675,1,0.670666667,0.660666667,0.389,0.528,0.666666667,0.934,1,0.121,1,1,1,1,1,1,1,1,1,0.886,0.905,0.792,0.76,0.033,0.675,1,0.571,0.8,0.9,0.545,0.375,0.833,0.8,0.692,0.889,0.5,0.333,0.75,0,0.778,0.556,0.5,1,1,0,1,1,1,0.67,1,1,0.121,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,1912789
United Kingdom,GBR,2019,100,86.8,74.025,66.01666667,90,83.36833333,1,1,0.604,1,0.717,0.766333333,1,0.472,0.666666667,0.866,1,0.108,1,0.9,1,1,1,1,1,1,1,0.775,0.384,0.35,0.738,0.775,0.604,1,0.857,0.8,0.857,0.455,0.5,0.833,0.8,0.786,1,0.429,0.833,0.75,1,1,0.444,0.5,1,1,0,1,1,1,0.33,1,1,0.108,1,1,1,1,1,1,1,1,1,0,1,1,High income,Europe & Central Asia,1,66834405
Belgium,BEL,2019,100,83.93333333,62.225,67.86666667,100,82.805,1,1,0.518,1,0.645666667,0.671,0.5,0.528,0.666666667,0.8,1,0.248,1,1,1,1,1,1,1,1,1,0.706,0.617,0.578,0.407,0.28,0.518,1,0.571,0.7,0.85,0.545,0.375,0.833,0.8,0.714,1,0.429,0.333,0.75,0,1,0.556,0.5,1,1,0,1,0.33,1,0.67,1,1,0.248,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,11484055
Chile,CHL,2019,100,76.96666667,80.69375,59.525,95,82.43708333,1,1,0.309,1,0.77,0.867,1,0.5445,0.5,0.6,1,0.281,1,0.95,1,1,1,1,1,1,1,0.496,0.588,0.079,0.382,0,0.309,1,1,0.8,0.9,0.545,0.375,1,1,0.846,0.889,0.667,0.8,1,1,1,0.556,0.533,1,0.5,0,1,0,1,0,1,1,0.281,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Latin America & Caribbean,1,18952038
Bulgaria,BGR,2019,100,90.1,60.675,70.84166667,90,82.32333333,1,1,0.703,1,0.591333333,0.572833333,0.8335,0.528,0.666666667,0.934,1,0.233,1,0.9,1,1,1,1,1,1,1,0.863,0.745,0.623,0.821,0.463,0.703,1,0.857,0.6,0.81,0.364,0.25,0.667,0.6,0.462,0.625,0.333,0.667,0.75,1,0.667,0.556,0.5,1,1,0,1,1,1,0.67,1,1,0.233,1,1,1,1,1,1,1,1,1,1,0,1,Upper middle income,Europe & Central Asia,1,6975761
Armenia,ARM,2019,100,84.96666667,81.225,59.94166667,85,82.22666667,1,1,0.549,1,0.8225,0.787833333,0.9445,0.7225,0.666666667,0.6,1,0.131,1,0.85,1,1,1,1,1,1,1,0.715,0.746,0.612,0.671,0,0.549,1,1,0.889,0.952,0.636,0.625,0.833,0.933,0.769,0.625,0.6,0.8,1,1,0.889,0.778,0.667,1,1,0,1,0.33,1,0.67,0,1,0.131,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,Upper middle income,Europe & Central Asia,1,2957731
Cyprus,CYP,2019,100,92.26666667,53.33125,73.30833333,85,80.78125,1,1,0.768,1,0.535666667,0.539833333,0.5835,0.4565,0.833333333,1,1,0.099,1,0.85,1,1,1,1,1,1,1,0.878,0.721,0.467,0.841,0.933,0.768,1,0.571,0.6,0.762,0.364,0.25,0.667,0.8,0.385,0.625,0.429,0.5,0.5,0.5,0.667,0.556,0.357,1,1,0.5,1,1,1,1,1,1,0.099,1,1,1,1,0.5,1,0,1,1,1,1,1,High income,Europe & Central Asia,1,1198575
Georgia,GEO,2019,100,86.46666667,73.71875,60.11666667,80,80.06041667,1,1,0.594,1,0.756166667,0.664666667,0.9445,0.6905,0.666666667,0.6,1,0.138,1,0.8,-99,1,1,1,1,1,1,0.73,0.919,0.606,0.713,0,0.594,1,1,0.667,0.95,0.545,0.375,1,0.8,0.538,0.75,0.6,0.8,0.5,1,0.889,0.667,0.714,1,1,0,1,0.33,1,0.67,0,1,0.138,1,1,1,0.5,0.5,1,1,0.5,0.5,1,1,,Upper middle income,Europe & Central Asia,1,3720382
Costa Rica,CRI,2019,100,86.46666667,75.95625,66.46666667,70,79.77791667,1,1,0.594,1,0.7645,0.725333333,0.9445,0.6625,0.666666667,0.8,1,0.192,1,0.7,1,1,1,1,1,1,1,0.716,0.732,0.349,0.548,0.624,0.594,1,1,0.667,1,0.545,0.375,1,0.933,0.769,0.75,0.6,0.8,0.5,1,0.889,0.556,0.769,1,1,0,1,0,1,1,1,1,0.192,1,1,1,1,0.5,1,0,1,0.5,1,0,1,Upper middle income,Latin America & Caribbean,1,5047561
Moldova,MDA,2019,100,94.23333333,53.5625,58.81666667,90,79.3225,1,1,0.827,1,0.590666667,0.489666667,0.4445,0.5995,0.666666667,0.466,1,0.22,1,0.9,0,1,1,1,1,1,1,0.933,0.933,0.777,0.654,0.838,0.827,1,0.571,0.625,0.81,0.455,0.25,0.833,0.6,0.538,0.75,0.6,0.2,0.25,0,0.889,0.556,0.643,1,1,0,1,0,1,0.33,0,1,0.22,1,1,1,1,1,1,1,0.5,0.5,1,1,0,Lower middle income,Europe & Central Asia,1,2657637
Kyrgyz Republic,KGZ,2019,100,81.46666667,73.6375,53.05833333,85,78.6325,1,1,0.444,1,0.769833333,0.656666667,0.9445,0.667,0.333333333,0.466,1,0.323,0,0.85,1,1,1,1,1,1,1,0.533,0.463,0.349,0.43,0.448,0.444,1,1,0.778,0.905,0.636,0.5,0.8,0.8,0.615,0.625,0.6,0.8,0.5,1,0.889,0.667,0.667,1,0,0,1,0,0.33,1,0,1,0.323,0,0.5,1,1,1,1,1,0.5,0.5,1,1,1,Lower middle income,Europe & Central Asia,1,6456900
Kazakhstan,KAZ,2019,100,82.13333333,78.3125,62.35,70,78.55916667,1,1,0.464,1,0.805666667,0.719166667,0.9445,0.746,0.5,0.6,1,0.394,1,0.7,1,1,1,1,1,1,1,0.896,0.463,0.468,0.49,0,0.464,1,1,0.778,0.905,0.818,0.5,0.833,0.933,0.615,0.75,0.6,0.667,0.75,1,0.889,0.778,0.714,1,0.5,0,1,0,1,1,0,1,0.394,1,0.5,1,1,1,1,0,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,18513930
Luxembourg,LUX,2019,80,90.43333333,61.28125,59.94166667,100,78.33125,0.8,1,0.713,1,0.631833333,0.678166667,0.4445,0.528,0.666666667,0.666,1,0.065,1,1,1,1,0,1,1,1,1,0.774,0.793,0.652,0.571,0.774,0.713,1,0.571,0.7,0.857,0.455,0.375,0.833,0.8,0.615,1,0.571,0.333,0.75,0,0.889,0.556,0.5,1,1,0,1,0,1,0.33,1,1,0.065,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,619896
Russian Federation,RUS,2019,93.4,83.66666667,58.51875,65.36666667,90,78.19041667,0.934,1,0.51,1,0.529,0.5845,0.8335,0.5075,0.666666667,0.668,1,0.28,1,0.9,1,1,1,0.67,1,1,1,0.505,0.568,0.382,0.548,0.548,0.51,1,0.714,0.556,0.714,0.273,0.25,0.667,0.6,0.615,0.625,0.5,0.667,0.5,1,0.667,0.444,0.571,1,1,0,1,0,1,0.67,0.67,1,0.28,1,1,1,1,1,1,0,1,1,1,1,1,Upper middle income,Europe & Central Asia,1,144373535
Israel,ISR,2019,100,85.73333333,58.4625,46.48333333,100,78.13583333,1,1,0.572,1,0.588,0.665333333,0.389,0.528,0.333333333,0.466,1,0.06,1,1,1,1,1,1,1,1,1,0.859,0.812,0.368,0.448,0.372,0.572,1,0.429,0.75,0.762,0.545,0.375,0.667,0.8,0.692,0.75,0.667,0.333,0.75,0,0.778,0.556,0.5,1,0,0,1,0,1,0.33,0,1,0.06,1,1,1,1,1,1,1,1,1,1,1,1,High income,Middle East & North Africa,1,9053300
Iceland,ISL,2019,80,87.8,59.7,62.56666667,100,78.01333333,0.8,1,0.634,1,0.618166667,0.612,0.5,0.5855,0.666666667,0.8,1,0.036,1,1,1,1,0,1,1,1,1,0.915,0.915,0.84,0.5,0,0.634,1,0.571,0.8,0.857,0.273,0.375,0.833,0.8,0.538,1,0.667,0.167,0.5,0,1,0.556,0.615,1,1,0,1,0.67,1,0.33,1,1,0.036,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,361313
Romania,ROU,2019,90,87.16666667,56.73125,73.64166667,80,77.50791667,0.9,1,0.615,1,0.576,0.547833333,0.5835,0.5835,0.666666667,0.934,1,0.345,1,0.8,1,1,1,1,0.5,1,1,0.789,0.889,0.614,0.751,0.033,0.615,1,0.857,0.556,0.762,0.364,0.25,0.667,0.6,0.462,0.625,0.5,0.6,0.5,0.5,0.667,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.345,1,1,1,1,1,0,1,1,1,1,0,1,High income,Europe & Central Asia,1,19356544
Belarus,BLR,2019,100,79.23333333,67.88125,53.55833333,85,77.13458333,1,1,0.377,1,0.721166667,0.657666667,0.639,0.655,0.333333333,0.468,1,0.341,1,0.85,1,1,1,1,1,1,1,0.344,0.748,0.268,0.524,0,0.377,1,0.714,0.667,0.81,0.636,0.5,1,0.8,0.571,0.625,0.6,0.6,0.75,0.5,0.778,0.667,0.643,1,0,0,1,0,0.67,0.67,0,1,0.341,1,1,1,1,1,1,0,0.5,1,1,1,1,Upper middle income,Europe & Central Asia,1,9466856
Brazil,BRA,2019,90,83.3,73.09375,62.375,75,76.75375,0.9,1,0.499,1,0.699666667,0.787833333,0.6945,0.6905,0.5,0.6,1,0.395,-99,0.75,-99,1,1,1,1,0.5,1,0.897,0.578,0.515,0.505,0,0.499,1,0.714,0.7,0.9,0.455,0.429,1,0.933,0.769,0.625,0.6,0.8,1,0.5,0.889,0.667,0.714,1,0.5,0,1,1,1,0,0,1,0.395,,1,1,1,0.5,1,0,1,1,1,0,,Upper middle income,Latin America & Caribbean,1,211049527
Mongolia,MNG,2019,100,80,77.475,63.94166667,60,76.28333333,1,0.5,0.9,1,0.8485,0.661833333,0.9445,0.7225,0.666666667,0.6,1,0.291,1,0.6,1,1,1,1,1,1,0.5,0.939,0.963,0.939,0.695,0.963,0.9,1,0.857,0.9,0.857,0.727,0.75,1,0.8,0.615,0.556,0.5,1,0.5,1,0.889,0.778,0.667,1,1,0,1,0,1,1,0,1,0.291,1,1,0.5,0.5,0.5,1,1,0.5,0,1,0,1,Lower middle income,East Asia & Pacific,1,3225167
Thailand,THA,2019,100,76.46666667,76.2375,57.85,70,76.11083333,1,1,0.294,1,0.7495,0.710833333,0.9445,0.7735,1,0.732,0.5,0.082,1,0.7,1,1,1,1,1,1,1,0,0.896,0.079,0.496,0,0.294,1,0.857,1,0.857,0.545,0.571,0.667,0.8,0.615,0.75,0.6,1,0.5,1,0.889,0.778,0.769,1,1,1,1,0.33,1,1,0.33,0.5,0.082,1,1,0,1,0,1,1,1,1,1,0,1,Upper middle income,East Asia & Pacific,1,69625582
Mauritius,MUS,2019,100,86.2,56.99375,66.375,70,75.91375,1,1,0.586,1,0.550166667,0.609833333,0.4445,0.635,1,0.534,1,0.121,1,0.7,1,1,1,1,1,1,1,0.796,0.693,0.369,0.571,0.5,0.586,1,0.429,0.6,0.81,0.545,0.25,0.667,0.8,0.692,0.75,0.5,0.167,0.75,0,0.889,0.556,0.714,1,1,1,1,0,1,0.67,0,1,0.121,1,1,0,1,0.5,1,1,1,0.5,1,0,1,High income,Sub-Saharan Africa,1,1265711
Serbia,SRB,2019,100,67.36666667,68.43125,63.16666667,80,75.79291667,1,0.5,0.521,1,0.698666667,0.618666667,0.9445,0.578,0.666666667,0.8,1,0.06,1,0.8,1,1,1,1,1,1,0.5,0.483,0.753,0.402,0.542,0.424,0.521,1,1,0.6,0.762,0.455,0.375,1,0.6,0.462,0.75,0.6,0.8,0.5,1,0.889,0.556,0.6,1,1,0,1,0.33,1,1,0.67,1,0.06,1,1,1,1,0.5,1,1,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,6944975
Philippines,PHL,2019,100,88.26666667,75.175,80.175,35,75.72333333,1,1,0.648,1,0.790333333,0.650833333,0.9445,0.746,1,1,1,0.207,1,0.35,-99,1,1,1,1,1,1,0.751,1,0.471,0.5,0.519,0.648,1,0.857,0.9,0.905,0.455,0.625,1,0.8,0.538,0.667,0.6,0.8,0.5,1,0.889,0.778,0.714,1,1,1,1,1,1,1,1,1,0.207,1,1,0,0.5,0,1,0,0,0,1,0,,Lower middle income,East Asia & Pacific,1,108116615
Albania,ALB,2019,100,69.76666667,72.70625,59.44166667,75,75.38291667,1,0.5,0.593,1,0.783,0.629833333,0.9445,0.6335,0.666666667,0.534,1,0.177,1,0.75,0,1,1,1,1,1,0.5,0.804,0.933,0.717,0.509,0,0.593,1,0.714,0.9,0.857,0.727,0.5,1,0.8,0.462,0.5,0.6,0.667,0.75,1,0.889,0.667,0.6,1,1,0,1,0,1,0.67,0,1,0.177,1,1,1,1,0.5,1,0,0,1,1,1,0,Upper middle income,Europe & Central Asia,1,2854191
Singapore,SGP,2019,100,100,42.1625,53.33333333,80,75.09916667,1,1,1,1,0.442,0.407,0.278,0.548,0.333333333,0.8,1,0,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143,0.375,0.762,0.455,0.25,0.667,0.8,0.308,0.5,0.167,0.167,0.5,0,0.556,0.667,0.429,1,0,0,1,0,1,1,1,1,0,1,1,0.5,1,1,1,1,0.5,1,0,1,1,High income,East Asia & Pacific,1,5703569
Malta,MLT,2019,100,84,45.5,68.59166667,75,74.61833333,1,1,0.52,1,0.504666667,0.463833333,0.278,0.4565,0.666666667,0.934,1,0.143,1,0.75,-99,1,1,1,1,1,1,0.251,0.714,0.35,0.573,0.714,0.52,1,0.429,0.556,0.762,0.364,0.25,0.667,0.6,0.462,0.625,0.429,0.167,0.5,0,0.556,0.556,0.357,1,1,0,1,1,1,0.67,1,1,0.143,1,1,1,1,0.5,1,0,1,1,1,0,,High income,Middle East & North Africa,1,502653
"Egypt, Arab Rep.",EGY,2019,100,76.8,72.6375,60.91666667,60,74.07083333,1,1,0.304,1,0.733,0.6775,0.9445,0.635,0.666666667,0.6,1,0.17,1,0.6,0,1,1,1,1,1,1,0.056,0.896,0.128,0.439,0,0.304,1,1,0.667,0.857,0.636,0.571,0.667,0.8,0.615,0.75,0.6,0.8,0.5,1,0.889,0.556,0.714,1,1,0,1,0,1,1,0,1,0.17,1,0.5,0.5,1,0.5,1,0,0,0.5,1,1,0,Lower middle income,Middle East & North Africa,1,100388073
Sri Lanka,LKA,2019,100,81.03333333,70.45625,73.75,45,74.04791667,1,1,0.431,1,0.724,0.636166667,0.9445,0.6115,1,0.532,1,0.418,1,0.45,0,1,1,1,1,1,1,0.246,0.976,0.392,0.542,0,0.431,1,1,0.9,0.905,0.364,0.375,0.8,0.8,0.5,0.75,0.6,0.667,0.5,1,0.889,0.556,0.667,1,1,1,1,0.33,1,0.33,0,1,0.418,1,1,0.5,1,0,1,0,0,0,1,0,0,Lower middle income,South Asia,1,21803000
Colombia,COL,2019,100,84.26666667,83.11875,46.44166667,55,73.76541667,1,1,0.528,1,0.834166667,0.800333333,0.9445,0.8015,0.666666667,0.934,0,0.257,1,0.55,0,1,1,1,1,1,1,0.893,0.18,0.332,0.775,0.463,0.528,1,1,0.889,1,0.545,0.571,1,0.933,0.769,0.75,0.6,1,0.75,1,0.889,0.889,0.714,1,1,0,1,1,1,0.67,1,0,0.257,1,1,0.5,1,0,0,0,1,0,1,1,0,Upper middle income,Latin America & Caribbean,1,50339443
South Africa,ZAF,2019,76.6,85.5,75.075,65.2,65,73.475,0.766,1,0.565,1,0.745666667,0.719166667,0.9445,0.667,0.5,0.8,1,0.308,1,0.65,0,0.5,1,0.33,1,1,1,0.442,0.794,0.397,0.434,0.76,0.565,1,0.714,0.9,0.905,0.455,0.5,1,0.8,0.615,0.75,0.4,1,0.75,1,0.889,0.667,0.667,1,0.5,0,1,1,1,1,0,1,0.308,1,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,Upper middle income,Sub-Saharan Africa,1,58558270
Ecuador,ECU,2019,100,87.73333333,76.425,55.59166667,45,72.95,1,1,0.632,1,0.776833333,0.7125,0.9445,0.7015,0.666666667,0.8,0.5,0.257,0,0.45,1,1,1,1,1,1,1,0.732,0.783,0.41,0.646,0.588,0.632,1,1,0.7,0.95,0.636,0.375,1,0.933,0.692,0.5,0.6,0.8,0.75,1,0.889,0.778,0.625,1,0,1,1,0,1,1,1,0.5,0.257,0,1,0,1,0,1,0,0,0.5,1,0,1,Upper middle income,Latin America & Caribbean,1,17373662
Ukraine,UKR,2019,100,46.06666667,67.3375,49.01666667,100,72.48416667,1,1,0.382,0,0.6635,0.6175,0.9445,0.5995,0.166666667,0.734,1,0.06,0,1,1,1,1,1,1,1,1,0.328,0.878,0.269,0.435,0,0.382,0,1,0.7,0.667,0.364,0.25,1,0.6,0.538,0.667,0.6,0.8,0.5,1,0.889,0.556,0.643,0.5,0,0,1,0,1,0.67,1,1,0.06,0,1,1,1,1,1,1,1,1,1,1,1,Lower middle income,Europe & Central Asia,1,44385155
Indonesia,IDN,2019,100,87.33333333,74.8875,43.79166667,55,72.2025,1,1,0.62,1,0.730833333,0.733,0.9445,0.655,0.666666667,0.8,0,0.285,1,0.55,0,1,1,1,1,1,1,0.585,0.849,0.458,0.377,0.83,0.62,1,1,0.778,0.8,0.545,0.429,0.833,0.933,0.615,0.75,0.6,1,0.5,1,0.889,0.667,0.643,1,1,0,1,0,1,1,1,0,0.285,1,1,0.5,1,0.5,0,0,0.5,1,1,0,0,Upper middle income,East Asia & Pacific,1,270625568
North Macedonia,MKD,2019,100,88.06666667,51.14375,55.98333333,65,72.03875,1,1,0.642,1,0.592,0.431,0.4445,0.578,0.333333333,0.802,1,0.104,1,0.65,1,1,1,1,1,1,1,0.893,0.952,0.642,0.675,0.048,0.642,1,0.571,0.556,0.762,0.455,0.375,0.833,0.6,0.286,0.75,0.5,0.2,0.25,0,0.889,0.556,0.6,0.5,0.5,0,1,0.67,1,0.67,0.67,1,0.104,1,0,1,1,1,1,0,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,2083459
Malaysia,MYS,2019,80,84.03333333,73.01875,68.2,50,71.05041667,0.8,1,0.521,1,0.758666667,0.655333333,0.9445,0.655,1,0.532,1,0.196,-99,0.5,-99,1,1,0,1,1,1,0.859,0.859,0.44,0.43,0.019,0.521,1,1,0.9,0.857,0.545,0.25,1,0.8,0.615,0.75,0.6,0.667,0.5,1,0.889,0.667,0.643,1,1,1,1,0,1,0.33,0.33,1,0.196,,1,0.5,1,0.5,1,0,0,0,1,0,,Upper middle income,East Asia & Pacific,1,31949777
